Clm champ;Clm day;Clm month;Clm year;Clm winner;0;0;0;0;0
Q31272638;23;6;2006;Q263872;0;0;0;0;0
Q30584268;23;6;2006;Q241718;0;0;0;0;0
Q30349371;21;6;2006;Q270555;0;0;0;0;0
Q30333018;21;6;2006;Q3960806;0;0;0;0;0
Q30557504;23;6;2006;Q26722461;0;0;0;0;0
Q30349441;21;6;2006;Q270797;0;0;0;0;0
Q30349507;6;7;2006;Q236193;0;0;0;0;0
Q31093255;24;6;2006;Q65650;0;0;0;0;0
Q31271615;23;6;2006;Q16231953;0;0;0;0;0
Q31506358;22;6;2006;Q434739;0;0;0;0;0
Q29043254;11;1;2006;Q469994;0;0;0;0;0
Q45084575;19;10;2006;Q456580;0;0;0;0;0
Q45171898;22;6;2006;Q57208327;0;0;0;0;0
Q29034408;4;6;2006;Q1048226;0;0;0;0;0
Q31096001;29;6;2006;Q1431590;0;0;0;0;0
Q45083601;25;3;2006;Q16215796;0;0;0;0;0
Q30332311;30;6;2006;Q16854272;0;0;0;0;0
Q32163348;22;6;2006;Q16222395;0;0;0;0;0
Q33083817;25;6;2006;Q6688866;0;0;0;0;0
Q30349222;30;6;2006;Q18163011;0;0;0;0;0
Q51332422;21;4;2006;Q63442011;0;0;0;0;0
Q51332630;9;3;2006;Q63986480;0;0;0;0;0
Q31271024;25;6;2006;Q64850053;0;0;0;0;0
Q30456396;21;6;2006;Q271005;0;0;0;0;0
Q45084954;25;6;2006;Q64955602;0;0;0;0;0
Q30557246;25;6;2006;Q3313079;0;0;0;0;0
Q45172978;8;4;2006;Q3015066;0;0;0;0;0
Q43307035;6;4;2006;Q39882270;0;0;0;0;0
Q30511620;18;5;2006;Q8060957;0;0;0;0;0
Q43744788;24;6;2006;Q2947467;0;0;0;0;0
Q107382728;23;6;2006;Q11977973;0;0;0;0;0
Q43288988;15;6;2007;Q2187696;0;0;0;0;0
Q30332806;28;6;2007;Q782085;0;0;0;0;0
Q30349480;2;9;2007;Q272524;0;0;0;0;0
Q30577837;29;6;2007;Q289245;0;0;0;0;0
Q29642128;15;8;2007;Q2844927;0;0;0;0;0
Q32603438;29;6;2007;Q117508;0;0;0;0;0
Q31271315;29;6;2007;Q439421;0;0;0;0;0
Q55220999;8;6;2007;Q19605352;0;0;0;0;0
Q30333137;15;8;2007;Q241961;0;0;0;0;0
Q31529645;30;6;2007;Q272543;0;0;0;0;0
Q30332699;24;6;2007;Q267900;0;0;0;0;0
Q31272638;28;6;2007;Q454177;0;0;0;0;0
Q30584268;27;6;2007;Q241718;0;0;0;0;0
Q30349371;27;6;2007;Q263167;0;0;0;0;0
Q30333018;26;6;2007;Q456337;0;0;0;0;0
Q30557504;28;6;2007;Q452004;0;0;0;0;0
Q30349441;27;6;2007;Q235027;0;0;0;0;0
Q30349507;13;7;2007;Q236193;0;0;0;0;0
Q31093255;29;6;2007;Q65650;0;0;0;0;0
Q31271615;28;6;2007;Q467209;0;0;0;0;0
Q31506358;5;8;2007;Q3429387;0;0;0;0;0
Q29043254;11;1;2007;Q2939040;0;0;0;0;0
Q45084575;11;1;2007;Q456580;0;0;0;0;0
Q53869589;4;5;2007;Q53869708;0;0;0;0;0
Q30349411;29;6;2007;Q59660023;0;0;0;0;0
Q43745136;29;6;2007;Q642666;0;0;0;0;0
Q29034408;31;5;2007;Q1437443;0;0;0;0;0
Q31096001;9;7;2007;Q565763;0;0;0;0;0
Q45083601;16;8;2007;Q16215796;0;0;0;0;0
Q30332311;29;6;2007;Q16847076;0;0;0;0;0
Q32163348;28;6;2007;Q16222395;0;0;0;0;0
Q33083817;29;6;2007;Q6688866;0;0;0;0;0
Q30349222;28;6;2007;Q6509192;0;0;0;0;0
Q51332422;23;2;2007;Q63435022;0;0;0;0;0
Q55791233;3;11;2007;Q16210781;0;0;0;0;0
Q51332630;15;3;2007;Q63847971;0;0;0;0;0
Q31271024;29;6;2007;Q460914;0;0;0;0;0
Q30456396;27;6;2007;Q19757714;0;0;0;0;0
Q45084954;30;6;2007;Q11977528;0;0;0;0;0
Q31300263;6;7;2007;Q65015845;0;0;0;0;0
Q30557246;10;6;2007;Q3313079;0;0;0;0;0
Q45172978;7;4;2007;Q39874556;0;0;0;0;0
Q66370873;1;7;2007;Q491838;0;0;0;0;0
Q43307035;17;4;2007;Q440752;0;0;0;0;0
Q43744788;10;3;2007;Q2947467;0;0;0;0;0
Q107382728;4;8;2007;Q11977973;0;0;0;0;0
Q43288988;15;6;2008;Q43774185;0;0;0;0;0
Q30332806;26;6;2008;Q233834;0;0;0;0;0
Q30349480;7;9;2008;Q166404;0;0;0;0;0
Q30577837;26;6;2008;Q3516063;0;0;0;0;0
Q29642128;15;8;2008;Q2844927;0;0;0;0;0
Q32603438;27;6;2008;Q15952806;0;0;0;0;0
Q55220999;28;6;2008;Q19605352;0;0;0;0;0
Q30333137;31;8;2008;Q457403;0;0;0;0;0
Q31529645;26;6;2008;Q272543;0;0;0;0;0
Q30332699;27;6;2008;Q267900;0;0;0;0;0
Q31272638;27;6;2008;Q434958;0;0;0;0;0
Q30584268;25;6;2008;Q241718;0;0;0;0;0
Q30349371;26;6;2008;Q270555;0;0;0;0;0
Q30333018;22;6;2008;Q236488;0;0;0;0;0
Q30557504;26;6;2008;Q452004;0;0;0;0;0
Q30349441;25;6;2008;Q235027;0;0;0;0;0
Q30349507;6;8;2008;Q2837161;0;0;0;0;0
Q31093255;19;9;2008;Q15619342;0;0;0;0;0
Q31271615;26;6;2008;Q467209;0;0;0;0;0
Q31506358;26;6;2008;Q436485;0;0;0;0;0
Q29043254;9;1;2008;Q19519036;0;0;0;0;0
Q45084575;11;1;2008;Q6812737;0;0;0;0;0
Q45171898;26;6;2008;Q19662256;0;0;0;0;0
Q30349411;27;6;2008;Q12009707;0;0;0;0;0
Q43745136;27;6;2008;Q642666;0;0;0;0;0
Q29034408;9;5;2008;Q1899341;0;0;0;0;0
Q31096001;4;7;2008;Q565763;0;0;0;0;0
Q45083601;2;3;2008;Q16215796;0;0;0;0;0
Q30332311;25;6;2008;Q62121921;0;0;0;0;0
Q32163348;26;6;2008;Q19605393;0;0;0;0;0
Q33083817;27;6;2008;Q16210723;0;0;0;0;0
Q30349222;26;6;2008;Q6509192;0;0;0;0;0
Q51332422;21;3;2008;Q5482948;0;0;0;0;0
Q55791233;9;11;2008;Q63537402;0;0;0;0;0
Q51332630;4;4;2008;Q19518661;0;0;0;0;0
Q31271024;26;6;2008;Q460914;0;0;0;0;0
Q30456396;26;6;2008;Q212555;0;0;0;0;0
Q45084954;12;7;2008;Q11977528;0;0;0;0;0
Q32611136;19;6;2008;Q65007253;0;0;0;0;0
Q31300263;27;6;2008;Q17711711;0;0;0;0;0
Q30557246;8;6;2008;Q4350864;0;0;0;0;0
Q45172978;13;4;2008;Q3015066;0;0;0;0;0
Q43307035;28;11;2008;Q19519494;0;0;0;0;0
Q30511620;12;4;2008;Q289768;0;0;0;0;0
Q70008310;13;9;2008;Q70732891;0;0;0;0;0
Q43744788;5;7;2008;Q72092105;0;0;0;0;0
Q107382728;21;6;2008;Q11977973;0;0;0;0;0
Q43288988;27;6;2009;Q43773555;0;0;0;0;0
Q30332806;25;6;2009;Q233834;0;0;0;0;0
Q30349480;6;9;2009;Q239853;0;0;0;0;0
Q50404789;21;6;2009;Q54521573;0;0;0;0;0
Q30577837;25;6;2009;Q16215626;0;0;0;0;0
Q29642128;15;8;2009;Q1654378;0;0;0;0;0
Q32603438;24;6;2009;Q44125;0;0;0;0;0
Q31271315;25;6;2009;Q19519139;0;0;0;0;0
Q55220999;26;6;2009;Q19605352;0;0;0;0;0
Q30333137;27;8;2009;Q2122413;0;0;0;0;0
Q31529645;26;6;2009;Q19662268;0;0;0;0;0
Q30332699;26;6;2009;Q29184;0;0;0;0;0
Q31272638;23;6;2009;Q454177;0;0;0;0;0
Q30584268;24;6;2009;Q241718;0;0;0;0;0
Q30349371;25;6;2009;Q270555;0;0;0;0;0
Q30333018;20;6;2009;Q440714;0;0;0;0;0
Q30557504;25;6;2009;Q452004;0;0;0;0;0
Q30349441;24;6;2009;Q1337252;0;0;0;0;0
Q30349507;31;7;2009;Q20715018;0;0;0;0;0
Q31093255;19;9;2009;Q65650;0;0;0;0;0
Q31271615;26;6;2009;Q467209;0;0;0;0;0
Q31506358;24;6;2009;Q3429387;0;0;0;0;0
Q29043254;7;1;2009;Q2939040;0;0;0;0;0
Q45084575;9;1;2009;Q6812737;0;0;0;0;0
Q45171898;24;6;2009;Q19324522;0;0;0;0;0
Q30349411;26;6;2009;Q16223383;0;0;0;0;0
Q43745136;26;6;2009;Q18164750;0;0;0;0;0
Q29034408;12;3;2009;Q1048226;0;0;0;0;0
Q31096001;26;6;2009;Q270030;0;0;0;0;0
Q45083601;1;8;2009;Q18211062;0;0;0;0;0
Q30332311;26;6;2009;Q62121907;0;0;0;0;0
Q32163348;25;6;2009;Q63001750;0;0;0;0;0
Q33083817;5;9;2009;Q16210723;0;0;0;0;0
Q30349222;19;6;2009;Q6509192;0;0;0;0;0
Q30556121;25;6;2009;Q11977656;0;0;0;0;0
Q51332422;17;4;2009;Q63435053;0;0;0;0;0
Q55791233;8;11;2009;Q63537419;0;0;0;0;0
Q51332630;20;3;2009;Q19518661;0;0;0;0;0
Q31271024;25;6;2009;Q17096750;0;0;0;0;0
Q30456396;24;6;2009;Q212555;0;0;0;0;0
Q45084954;26;6;2009;Q19903266;0;0;0;0;0
Q32611136;25;6;2009;Q65007253;0;0;0;0;0
Q31300263;25;6;2009;Q65015845;0;0;0;0;0
Q30557246;14;6;2009;Q4350864;0;0;0;0;0
Q45172978;2;5;2009;Q3015066;0;0;0;0;0
Q66427071;19;7;2009;Q19609824;0;0;0;0;0
Q66498528;29;8;2009;Q66565412;0;0;0;0;0
Q43307035;1;5;2009;Q19519494;0;0;0;0;0
Q64706802;1;10;2009;Q26713778;0;0;0;0;0
Q70008310;5;12;2009;Q70733384;0;0;0;0;0
Q43744788;11;7;2009;Q2947467;0;0;0;0;0
Q107309932;12;8;2009;Q106636959;0;0;0;0;0
Q107382728;1;7;2009;Q107391499;0;0;0;0;0
Q43288988;26;6;2010;Q43304262;0;0;0;0;0
Q30349507;24;6;2010;Q288780;0;0;0;0;0
Q29043254;6;1;2010;Q4741250;0;0;0;0;0
Q31093255;19;9;2010;Q65650;0;0;0;0;0
Q29642128;15;8;2010;Q438772;0;0;0;0;0
Q31271615;25;6;2010;Q421377;0;0;0;0;0
Q31096001;25;6;2010;Q19518817;0;0;0;0;0
Q43307035;19;10;2010;Q19519494;0;0;0;0;0
Q30349411;25;6;2010;Q59660108;0;0;0;0;0
Q30511620;25;5;2010;Q3012401;0;0;0;0;0
Q31506358;22;6;2010;Q231036;0;0;0;0;0
Q30349371;24;6;2010;Q567124;0;0;0;0;0
Q31271315;24;6;2010;Q260825;0;0;0;0;0
Q43745136;25;6;2010;Q642666;0;0;0;0;0
Q30332311;4;9;2010;Q16845763;0;0;0;0;0
Q30332806;24;6;2010;Q233834;0;0;0;0;0
Q30349480;5;9;2010;Q239853;0;0;0;0;0
Q30332699;25;6;2010;Q61161;0;0;0;0;0
Q33082393;22;5;2010;Q55739537;0;0;0;0;0
Q32163348;24;6;2010;Q63001750;0;0;0;0;0
Q33083817;24;6;2010;Q16210723;0;0;0;0;0
Q30349232;25;6;2010;Q63241165;0;0;0;0;0
Q30333018;27;6;2010;Q236488;0;0;0;0;0
Q30557246;13;6;2010;Q4350864;0;0;0;0;0
Q31529645;23;6;2010;Q19518657;0;0;0;0;0
Q30556202;25;6;2010;Q63241508;0;0;0;0;0
Q32603438;27;6;2010;Q7563863;0;0;0;0;0
Q30557504;24;6;2010;Q452004;0;0;0;0;0
Q45083601;20;8;2010;Q18211062;0;0;0;0;0
Q30333137;23;6;2010;Q6242;0;0;0;0;0
Q31271024;24;6;2010;Q17096750;0;0;0;0;0
Q45084575;8;1;2010;Q6812737;0;0;0;0;0
Q30456396;24;6;2010;Q271005;0;0;0;0;0
Q45084954;25;6;2010;Q271220;0;0;0;0;0
Q32611136;25;6;2010;Q55152681;0;0;0;0;0
Q29034408;17;2;2010;Q1048226;0;0;0;0;0
Q31272638;24;6;2010;Q454177;0;0;0;0;0
Q30332486;25;6;2010;Q19518897;0;0;0;0;0
Q31300263;25;6;2010;Q65015845;0;0;0;0;0
Q30584268;23;6;2010;Q2055364;0;0;0;0;0
Q45171898;22;6;2010;Q19324522;0;0;0;0;0
Q30349441;23;6;2010;Q1337252;0;0;0;0;0
Q30577837;25;6;2010;Q3126823;0;0;0;0;0
Q51332422;29;5;2010;Q63435000;0;0;0;0;0
Q51332630;2;4;2010;Q19518661;0;0;0;0;0
Q50404789;3;7;2010;Q54521573;0;0;0;0;0
Q30349480;5;9;2010;Q239853;0;0;0;0;0
Q55220999;25;6;2010;Q19605352;0;0;0;0;0
Q55791233;30;10;2010;Q63537402;0;0;0;0;0
Q64624304;11;7;2010;Q64624676;0;0;0;0;0
Q45172978;26;6;2010;Q3015066;0;0;0;0;0
Q65179447;7;11;2010;Q19281840;0;0;0;0;0
Q66427071;11;7;2010;Q19609824;0;0;0;0;0
Q66565582;24;4;2010;Q66625277;0;0;0;0;0
Q64706802;6;3;2010;Q26713778;0;0;0;0;0
Q70008310;13;11;2010;Q70733384;0;0;0;0;0
Q55185811;11;4;2010;Q70767380;0;0;0;0;0
Q43744788;1;5;2010;Q2947467;0;0;0;0;0
Q107309932;19;8;2010;Q107363997;0;0;0;0;0
Q107382728;26;6;2010;Q11977973;0;0;0;0;0
Q43288988;24;6;2011;Q16940519;0;0;0;0;0
Q30349507;23;6;2011;Q288780;0;0;0;0;0
Q29043254;11;1;2011;Q460460;0;0;0;0;0
Q31093255;11;9;2011;Q17106589;0;0;0;0;0
Q29642128;15;8;2011;Q1654378;0;0;0;0;0
Q31271615;24;6;2011;Q2688957;0;0;0;0;0
Q31096001;23;6;2011;Q232682;0;0;0;0;0
Q43307035;6;9;2011;Q440752;0;0;0;0;0
Q30349411;24;6;2011;Q16223383;0;0;0;0;0
Q31506358;23;6;2011;Q231036;0;0;0;0;0
Q30349371;23;6;2011;Q567124;0;0;0;0;0
Q31271315;23;6;2011;Q8775882;0;0;0;0;0
Q43745136;20;6;2011;Q642666;0;0;0;0;0
Q30332311;1;7;2011;Q459043;0;0;0;0;0
Q30332806;23;6;2011;Q233834;0;0;0;0;0
Q30349480;4;9;2011;Q272524;0;0;0;0;0
Q30332699;24;6;2011;Q61161;0;0;0;0;0
Q33082393;21;5;2011;Q6003624;0;0;0;0;0
Q32163348;24;6;2011;Q63000026;0;0;0;0;0
Q33083817;23;6;2011;Q511066;0;0;0;0;0
Q30349232;23;6;2011;Q37500403;0;0;0;0;0
Q30333018;26;6;2011;Q440714;0;0;0;0;0
Q30557246;12;6;2011;Q4350864;0;0;0;0;0
Q30556202;23;6;2011;Q63241508;0;0;0;0;0
Q32603698;24;6;2011;Q459164;0;0;0;0;0
Q30557504;23;6;2011;Q452004;0;0;0;0;0
Q45083601;24;6;2011;Q18211062;0;0;0;0;0
Q30333137;22;6;2011;Q6242;0;0;0;0;0
Q31271024;23;6;2011;Q17097907;0;0;0;0;0
Q45084575;7;1;2011;Q7561767;0;0;0;0;0
Q30456396;23;6;2011;Q271005;0;0;0;0;0
Q45084954;24;6;2011;Q11977528;0;0;0;0;0
Q32611136;24;6;2011;Q55152681;0;0;0;0;0
Q29034408;3;2;2011;Q1070242;0;0;0;0;0
Q31272638;23;6;2011;Q2833251;0;0;0;0;0
Q30332486;26;6;2011;Q19518897;0;0;0;0;0
Q31300263;24;6;2011;Q65015845;0;0;0;0;0
Q30584268;23;6;2011;Q2055364;0;0;0;0;0
Q45171898;23;6;2011;Q19324522;0;0;0;0;0
Q30349441;22;6;2011;Q1337252;0;0;0;0;0
Q30577837;24;6;2011;Q439488;0;0;0;0;0
Q51332422;22;4;2011;Q63434983;0;0;0;0;0
Q51332630;1;4;2011;Q19518661;0;0;0;0;0
Q50404789;12;6;2011;Q54521573;0;0;0;0;0
Q55220999;22;7;2011;Q19605352;0;0;0;0;0
Q64624304;29;6;2011;Q64624676;0;0;0;0;0
Q45172978;25;6;2011;Q3015066;0;0;0;0;0
Q65179447;25;6;2011;Q19281840;0;0;0;0;0
Q66427071;3;4;2011;Q19609824;0;0;0;0;0
Q66498528;21;8;2011;Q66498873;0;0;0;0;0
Q66565582;14;5;2011;Q66625277;0;0;0;0;0
Q64706802;16;4;2011;Q26713778;0;0;0;0;0
Q70008310;11;12;2011;Q70733729;0;0;0;0;0
Q55185811;29;5;2011;Q70768451;0;0;0;0;0
Q43744788;25;6;2011;Q2947467;0;0;0;0;0
Q107309932;10;8;2011;Q106636959;0;0;0;0;0
Q107382728;25;6;2011;Q11977973;0;0;0;0;0
Q43288988;23;6;2012;Q16940519;0;0;0;0;0
Q30349507;21;6;2012;Q441239;0;0;0;0;0
Q29043254;10;1;2012;Q460460;0;0;0;0;0
Q31093255;17;5;2012;Q65650;0;0;0;0;0
Q43286663;2;5;2012;Q434958;0;0;0;0;0
Q29642128;15;8;2012;Q1654378;0;0;0;0;0
Q31271615;22;6;2012;Q2688957;0;0;0;0;0
Q31096001;21;6;2012;Q232682;0;0;0;0;0
Q43307035;14;11;2012;Q440752;0;0;0;0;0
Q30349411;22;6;2012;Q16223383;0;0;0;0;0
Q31506358;20;6;2012;Q436485;0;0;0;0;0
Q30349371;21;6;2012;Q2471605;0;0;0;0;0
Q31271315;21;6;2012;Q5696280;0;0;0;0;0
Q43745136;20;6;2012;Q642666;0;0;0;0;0
Q30332311;15;6;2012;Q62121769;0;0;0;0;0
Q30332806;21;6;2012;Q462104;0;0;0;0;0
Q30349480;2;9;2012;Q272524;0;0;0;0;0
Q30332699;22;6;2012;Q61161;0;0;0;0;0
Q32163348;21;6;2012;Q19862368;0;0;0;0;0
Q33083817;21;6;2012;Q16210723;0;0;0;0;0
Q30349232;19;6;2012;Q15059237;0;0;0;0;0
Q30333018;24;6;2012;Q236488;0;0;0;0;0
Q30557246;17;6;2012;Q4350864;0;0;0;0;0
Q30556202;21;6;2012;Q16354099;0;0;0;0;0
Q32603698;22;6;2012;Q176987;0;0;0;0;0
Q30557504;21;6;2012;Q452004;0;0;0;0;0
Q44193874;23;6;2012;Q19577302;0;0;0;0;0
Q45083601;26;5;2012;Q6033169;0;0;0;0;0
Q30333137;20;6;2012;Q241961;0;0;0;0;0
Q31271024;21;6;2012;Q17106219;0;0;0;0;0
Q45084575;6;1;2012;Q521421;0;0;0;0;0
Q30456396;21;6;2012;Q19520005;0;0;0;0;0
Q45084954;25;8;2012;Q65007155;0;0;0;0;0
Q32611136;22;6;2012;Q55152681;0;0;0;0;0
Q29034408;1;3;2012;Q1070242;0;0;0;0;0
Q31272638;21;6;2012;Q266686;0;0;0;0;0
Q30332486;8;6;2012;Q19518897;0;0;0;0;0
Q31300263;23;6;2012;Q16210456;0;0;0;0;0
Q30584268;20;6;2012;Q1524632;0;0;0;0;0
Q45171898;20;6;2012;Q3435159;0;0;0;0;0
Q30349441;26;6;2012;Q235027;0;0;0;0;0
Q30577837;21;6;2012;Q19518365;0;0;0;0;0
Q51332422;6;4;2012;Q51334038;0;0;0;0;0
Q51332630;13;4;2012;Q19518661;0;0;0;0;0
Q50404789;17;6;2012;Q54521573;0;0;0;0;0
Q55220999;22;6;2012;Q19605352;0;0;0;0;0
Q55791233;17;11;2012;Q63537550;0;0;0;0;0
Q64624304;10;6;2012;Q64624682;0;0;0;0;0
Q55995576;15;7;2012;Q65096080;0;0;0;0;0
Q45172978;23;6;2012;Q3015066;0;0;0;0;0
Q65179447;23;6;2012;Q19281840;0;0;0;0;0
Q66427071;1;4;2012;Q19609824;0;0;0;0;0
Q66565582;27;4;2012;Q66625282;0;0;0;0;0
Q55185811;1;7;2012;Q70768964;0;0;0;0;0
Q43744788;23;6;2012;Q19757599;0;0;0;0;0
Q107309932;8;8;2012;Q107331615;0;0;0;0;0
Q43288988;29;6;2013;Q943699;0;0;0;0;0
Q30349507;25;5;2013;Q14982433;0;0;0;0;0
Q29043254;9;1;2013;Q460460;0;0;0;0;0
Q31093255;9;5;2013;Q1905497;0;0;0;0;0
Q29642128;11;8;2013;Q1654378;0;0;0;0;0
Q31271615;21;6;2013;Q2688957;0;0;0;0;0
Q31096001;20;6;2013;Q2480355;0;0;0;0;0
Q43307035;19;4;2013;Q16212011;0;0;0;0;0
Q30349411;22;6;2013;Q16223383;0;0;0;0;0
Q31506358;20;6;2013;Q231036;0;0;0;0;0
Q30349371;20;6;2013;Q567124;0;0;0;0;0
Q31271315;20;6;2013;Q5696280;0;0;0;0;0
Q43745136;20;6;2013;Q16227316;0;0;0;0;0
Q30332311;28;6;2013;Q15043796;0;0;0;0;0
Q30332806;20;6;2013;Q462104;0;0;0;0;0
Q30349480;20;6;2013;Q272531;0;0;0;0;0
Q30332699;21;6;2013;Q91193;0;0;0;0;0
Q33082393;23;6;2013;Q55221320;0;0;0;0;0
Q43775943;1;7;2013;Q718100;0;0;0;0;0
Q32163348;20;6;2013;Q19605393;0;0;0;0;0
Q33083817;20;6;2013;Q511066;0;0;0;0;0
Q30349232;25;6;2013;Q15059237;0;0;0;0;0
Q30333018;21;6;2013;Q236488;0;0;0;0;0
Q30557246;9;6;2013;Q15137776;0;0;0;0;0
Q30556202;20;6;2013;Q16354099;0;0;0;0;0
Q32603698;21;6;2013;Q15924908;0;0;0;0;0
Q30557504;20;6;2013;Q452004;0;0;0;0;0
Q44193874;23;6;2013;Q55363805;0;0;0;0;0
Q45083601;22;6;2013;Q6033169;0;0;0;0;0
Q30333137;19;6;2013;Q241961;0;0;0;0;0
Q31271024;20;6;2013;Q64493989;0;0;0;0;0
Q45084575;11;1;2013;Q270555;0;0;0;0;0
Q30456396;19;6;2013;Q453468;0;0;0;0;0
Q45084954;7;7;2013;Q18211314;0;0;0;0;0
Q32611136;22;6;2013;Q55152681;0;0;0;0;0
Q29034408;28;2;2013;Q460884;0;0;0;0;0
Q31272638;20;6;2013;Q454177;0;0;0;0;0
Q30332486;7;6;2013;Q16211500;0;0;0;0;0
Q31300263;21;6;2013;Q65015584;0;0;0;0;0
Q30584268;19;6;2013;Q1524632;0;0;0;0;0
Q45171898;20;6;2013;Q19324522;0;0;0;0;0
Q30349441;19;6;2013;Q235027;0;0;0;0;0
Q30577837;19;6;2013;Q16225939;0;0;0;0;0
Q51332422;29;3;2013;Q51333368;0;0;0;0;0
Q51332630;15;3;2013;Q57955101;0;0;0;0;0
Q53869589;10;5;2013;Q25976181;0;0;0;0;0
Q50404789;16;6;2013;Q54521573;0;0;0;0;0
Q55220999;21;6;2013;Q55221128;0;0;0;0;0
Q55791233;3;11;2013;Q39649174;0;0;0;0;0
Q64624304;9;6;2013;Q64624682;0;0;0;0;0
Q45172978;22;6;2013;Q3015066;0;0;0;0;0
Q65179447;24;8;2013;Q19281840;0;0;0;0;0
Q66082384;13;6;2013;Q66309469;0;0;0;0;0
Q66427071;21;4;2013;Q19662226;0;0;0;0;0
Q66565582;8;6;2013;Q66625277;0;0;0;0;0
